rda_id,tm,ta,tx,tn,rh,wd,ws,rn,sh,si,sw,st_x,st_y
220844A001,2014-01-01,4.1,8.1,-0.7,65.4,180.0,2.5,0.0,4.566666667,0.0,,127.9150318,37.29576924
220844A001,2014-01-02,1.1,7.0,-4.7,59.5,180.0,0.8,0.0,8.066666667,0.0,,127.9150318,37.29576924
220844A001,2014-01-03,0.0,8.2,-5.8,72.2,202.5,0.2,0.0,4.5,0.0,,127.9150318,37.29576924
220844A001,2014-01-04,-0.5,4.8,-5.6,85.8,,0.0,0.0,3.433333333,0.0,,127.9150318,37.29576924
220844A001,2014-01-05,-0.2,4.9,-3.7,78.4,157.5,0.5,0.0,5.4,0.0,,127.9150318,37.29576924
220844A001,2014-01-06,-2.3,6.0,-7.7,77.0,135.0,0.1,0.0,8.0,0.0,,127.9150318,37.29576924
220844A001,2014-01-07,-1.0,4.7,-6.2,81.0,,0.0,0.0,0.0,0.0,,127.9150318,37.29576924
220844A001,2014-01-08,1.4,5.3,-3.2,71.4,202.5,0.7,0.0,1.983333333,0.0,,127.9150318,37.29576924
220844A001,2014-01-09,-6.1,-2.3,-10.2,43.2,202.5,1.6,0.0,8.133333333,0.0,,127.9150318,37.29576924
220844A001,2014-01-10,-7.4,-0.4,-13.3,68.8,180.0,0.7,0.0,6.816666667,0.0,,127.9150318,37.29576924
220844A001,2014-01-11,-3.5,2.4,-9.0,67.4,202.5,0.5,0.0,6.683333333,0.0,,127.9150318,37.29576924
220844A001,2014-01-12,-3.1,3.3,-7.6,66.5,202.5,1.0,0.0,3.45,0.0,,127.9150318,37.29576924
220844A001,2014-01-13,-6.9,-0.2,-12.7,52.9,157.5,0.7,0.0,8.166666667,0.0,,127.9150318,37.29576924
220844A001,2014-01-14,-6.7,1.8,-13.9,60.8,180.0,0.5,0.0,8.166666667,0.0,,127.9150318,37.29576924
220844A001,2014-01-15,-5.8,2.3,-13.0,66.7,180.0,0.5,0.0,8.183333333,0.0,,127.9150318,37.29576924
220844A001,2014-01-16,-4.0,1.0,-10.1,77.8,,0.0,0.0,0.0,0.0,,127.9150318,37.29576924
220844A001,2014-01-17,-3.0,3.9,-8.9,78.4,180.0,0.3,0.0,5.8,0.0,,127.9150318,37.29576924
220844A001,2014-01-18,-3.1,2.4,-7.9,64.4,225.0,1.0,0.0,5.683333333,0.0,,127.9150318,37.29576924
220844A001,2014-01-19,-4.8,2.6,-12.8,63.1,292.5,0.4,0.0,6.683333333,0.0,,127.9150318,37.29576924
220844A001,2014-01-20,-1.5,2.1,-3.8,88.7,180.0,0.7,0.5,0.0,0.0,,127.9150318,37.29576924
220844A001,2014-01-21,-4.6,-2.3,-7.5,78.5,180.0,1.0,0.5,0.366666667,0.0,,127.9150318,37.29576924
220844A001,2014-01-22,-5.0,0.8,-10.8,73.5,202.5,0.6,0.5,8.016666667,0.0,,127.9150318,37.29576924
220844A001,2014-01-23,-5.4,4.1,-13.1,81.6,135.0,0.3,1.5,8.216666667,0.0,,127.9150318,37.29576924
220844A001,2014-01-24,-1.2,4.1,-7.8,86.3,,0.0,0.0,0.0,0.0,,127.9150318,37.29576924
220844A001,2014-01-25,3.5,7.5,0.9,94.5,202.5,0.6,6.5,0.0,0.0,,127.9150318,37.29576924
220844A001,2014-01-26,-0.7,3.4,-5.3,74.1,180.0,1.1,0.0,8.416666667,0.0,,127.9150318,37.29576924
220844A001,2014-01-27,-2.4,6.7,-8.5,73.2,202.5,0.3,0.0,8.333333333,0.0,,127.9150318,37.29576924
220844A001,2014-01-28,1.1,7.4,-4.7,70.3,202.5,0.7,0.0,5.9,0.0,,127.9150318,37.29576924
220844A001,2014-01-29,-1.0,8.9,-9.1,70.1,0.0,0.2,0.0,6.866666667,0.0,,127.9150318,37.29576924
220844A001,2014-01-30,2.4,5.8,-0.3,83.8,180.0,0.9,4.5,0.0,0.0,,127.9150318,37.29576924
220844A001,2014-01-31,-0.3,7.4,-6.1,69.5,157.5,0.3,0.0,8.6,0.0,,127.9150318,37.29576924
220844A001,2014-02-01,2.7,4.8,-0.7,86.4,157.5,0.1,28.0,0.0,0.0,,127.9150318,37.29576924
220844A001,2014-02-02,5.3,8.7,2.8,99.5,202.5,0.2,2.0,0.0,0.0,,127.9150318,37.29576924
220844A001,2014-02-03,-0.2,4.8,-6.9,65.8,202.5,1.4,0.0,5.666666667,0.0,,127.9150318,37.29576924
220844A001,2014-02-04,-6.8,-2.6,-9.8,46.6,202.5,1.5,0.0,8.816666667,0.0,,127.9150318,37.29576924
220844A001,2014-02-05,-6.2,-0.2,-10.6,60.5,202.5,0.5,0.0,6.55,0.0,,127.9150318,37.29576924
220844A001,2014-02-06,-3.0,4.6,-7.5,62.4,,0.0,0.0,5.55,0.0,,127.9150318,37.29576924
