rda_id,tm,ta,tx,tn,rh,wd,ws,rn,sh,si,sw,st_x,st_y
037268B004,2016-01-01,-1.3,6.3,-7.9,77.3,270.0,0.2,0.0,7.616666667,8.6,,128.0739054,36.28226644
037268B004,2016-01-02,3.8,12.7,-0.7,70.1,180.0,0.4,0.0,6.733333333,7.2,,128.0739054,36.28226644
037268B004,2016-01-03,2.9,14.1,-2.2,81.0,45.0,0.1,0.0,7.783333333,8.4,,128.0739054,36.28226644
037268B004,2016-01-04,5.0,9.0,-4.4,57.8,292.5,1.7,0.0,6.933333333,7.2,,128.0739054,36.28226644
037268B004,2016-01-05,-0.9,3.5,-4.7,46.7,270.0,0.7,0.0,3.35,5.3,,128.0739054,36.28226644
037268B004,2016-01-06,-1.1,4.6,-8.1,60.4,292.5,1.6,0.0,6.9,8.1,,128.0739054,36.28226644
037268B004,2016-01-07,0.3,3.4,-2.0,52.1,270.0,2.2,0.0,7.016666667,8.7,,128.0739054,36.28226644
037268B004,2016-01-08,-0.9,2.7,-5.1,52.7,270.0,2.0,0.0,7.766666667,9.0,,128.0739054,36.28226644
037268B004,2016-01-09,-0.4,4.9,-7.1,61.5,270.0,1.1,0.0,5.15,8.0,,128.0739054,36.28226644
037268B004,2016-01-10,1.0,5.0,-4.5,59.4,270.0,1.3,0.0,1.933333333,4.4,,128.0739054,36.28226644
037268B004,2016-01-11,-1.9,3.3,-7.8,47.9,292.5,1.2,0.0,8.133333333,8.9,,128.0739054,36.28226644
037268B004,2016-01-12,-3.6,2.6,-10.4,50.2,270.0,1.2,0.0,8.233333333,9.8,,128.0739054,36.28226644
037268B004,2016-01-13,-1.7,1.6,-4.9,63.6,270.0,1.9,0.0,2.533333333,4.4,,128.0739054,36.28226644
037268B004,2016-01-14,-2.2,2.7,-7.1,56.0,292.5,1.9,0.0,7.45,8.8,,128.0739054,36.28226644
037268B004,2016-01-15,-2.5,4.8,-8.9,72.8,180.0,0.2,0.0,3.066666667,6.5,,128.0739054,36.28226644
037268B004,2016-01-16,-1.8,6.3,-6.9,73.5,90.0,0.2,0.0,6.166666667,7.8,,128.0739054,36.28226644
037268B004,2016-01-17,-1.4,2.1,-4.7,85.6,315.0,0.1,0.4,0.0,2.4,,128.0739054,36.28226644
037268B004,2016-01-18,-2.5,2.3,-9.4,73.3,292.5,2.9,2.7,1.416666667,4.2,,128.0739054,36.28226644
037268B004,2016-01-19,-8.7,-6.5,-10.4,56.1,270.0,3.7,0.0,4.733333333,7.8,,128.0739054,36.28226644
037268B004,2016-01-20,-7.4,-3.8,-10.8,55.7,247.5,1.7,0.0,6.233333333,7.8,,128.0739054,36.28226644
037268B004,2016-01-21,-5.6,-1.1,-9.6,50.0,270.0,1.4,0.0,3.166666667,6.4,,128.0739054,36.28226644
037268B004,2016-01-22,-4.8,-0.5,-11.6,42.8,292.5,1.5,0.0,8.1,9.0,,128.0739054,36.28226644
037268B004,2016-01-23,-7.6,-4.3,-12.4,43.1,292.5,3.2,0.0,6.116666667,8.8,,128.0739054,36.28226644
037268B004,2016-01-24,-12.1,-8.9,-15.2,52.9,270.0,2.5,0.0,8.45,10.2,,128.0739054,36.28226644
037268B004,2016-01-25,-6.6,-1.6,-11.5,56.8,270.0,2.3,0.0,8.583333333,10.9,,128.0739054,36.28226644
037268B004,2016-01-26,-2.4,2.4,-9.4,65.8,225.0,1.0,0.0,2.416666667,5.9,,128.0739054,36.28226644
037268B004,2016-01-27,-0.2,6.3,-7.5,56.4,247.5,0.9,0.0,8.133333333,8.1,,128.0739054,36.28226644
037268B004,2016-01-28,-2.5,1.6,-8.6,75.7,135.0,0.4,0.1,0.033333333,0.6,,128.0739054,36.28226644
037268B004,2016-01-29,-0.2,2.2,-1.9,92.7,,0.0,9.5,0.0,0.4,,128.0739054,36.28226644
037268B004,2016-01-30,1.0,5.8,-2.9,91.2,225.0,0.1,1.0,0.716666667,0.8,,128.0739054,36.28226644
037268B004,2016-01-31,-0.5,2.7,-3.8,57.4,292.5,1.9,0.0,7.85,0.1,,128.0739054,36.28226644
037268B004,2016-02-01,-3.2,0.5,-6.2,46.4,270.0,2.2,0.0,8.916666667,0.1,,128.0739054,36.28226644
037268B004,2016-02-02,-4.1,2.1,-9.1,48.3,270.0,1.2,0.0,9.016666667,0.1,,128.0739054,36.28226644
037268B004,2016-02-03,-4.2,4.2,-12.1,63.1,292.5,1.0,0.0,9.05,0.4,,128.0739054,36.28226644
037268B004,2016-02-04,-0.3,4.9,-6.2,52.8,247.5,1.0,0.0,7.333333333,0.0,,128.0739054,36.28226644
037268B004,2016-02-05,-0.8,4.7,-7.4,43.3,292.5,1.5,0.0,9.25,0.1,,128.0739054,36.28226644
037268B004,2016-02-06,-2.5,2.7,-8.4,48.3,292.5,2.0,0.0,9.333333333,0.1,,128.0739054,36.28226644
037268B004,2016-02-07,-3.9,4.8,-11.7,52.3,292.5,0.7,0.0,9.45,0.2,,128.0739054,36.28226644
037268B004,2016-02-08,0.0,7.8,-9.6,53.9,225.0,1.3,0.0,8.35,0.1,,128.0739054,36.28226644
037268B004,2016-02-09,2.4,6.4,-5.5,39.7,292.5,3.3,0.0,9.6,0.1,,128.0739054,36.28226644
037268B004,2016-02-10,-0.8,11.3,-8.6,63.1,90.0,0.3,0.0,9.616666667,0.1,,128.0739054,36.28226644
037268B004,2016-02-11,0.6,10.9,-6.9,66.2,90.0,0.2,0.0,5.183333333,0.0,,128.0739054,36.28226644
037268B004,2016-02-12,4.1,6.3,1.6,93.4,270.0,0.1,12.7,0.0,0.0,,128.0739054,36.28226644
037268B004,2016-02-13,7.4,14.7,4.0,96.3,225.0,0.3,5.5,0.0,0.0,,128.0739054,36.28226644
037268B004,2016-02-14,1.7,14.0,-3.9,68.7,270.0,3.2,0.2,1.116666667,0.0,,128.0739054,36.28226644
037268B004,2016-02-15,-3.8,-0.6,-6.4,52.2,292.5,3.1,0.0,8.483333333,0.0,,128.0739054,36.28226644
037268B004,2016-02-16,-0.9,3.2,-3.7,65.6,270.0,2.0,1.4,1.233333333,0.0,,128.0739054,36.28226644
