rda_id,tm,ta,tx,tn,rh,wd,ws,rn,sh,si,sw,st_x,st_y
668812F002,2015-01-01,-1.9,1.1,-4.5,45.2,247.5,1.6,0.0,,10.6,,127.9255976,34.81611204
668812F002,2015-01-02,-0.6,3.6,-4.4,56.6,225.0,1.2,0.0,,9.1,,127.9255976,34.81611204
668812F002,2015-01-03,-0.7,5.6,-7.1,53.4,202.5,0.6,0.0,,10.4,,127.9255976,34.81611204
668812F002,2015-01-04,4.4,12.6,-1.5,67.1,180.0,0.5,0.0,,9.7,,127.9255976,34.81611204
668812F002,2015-01-05,4.7,10.5,-1.8,74.4,202.5,0.4,7.5,,7.2,,127.9255976,34.81611204
668812F002,2015-01-06,6.7,12.9,0.2,57.9,225.0,1.0,11.5,,11.5,,127.9255976,34.81611204
668812F002,2015-01-07,0.5,5.7,-2.9,37.6,225.0,0.8,0.0,,11.3,,127.9255976,34.81611204
668812F002,2015-01-08,-0.2,6.4,-5.2,53.5,202.5,0.8,0.0,,11.8,,127.9255976,34.81611204
668812F002,2015-01-09,3.0,7.2,-0.2,55.1,225.0,1.0,0.0,,10.8,,127.9255976,34.81611204
668812F002,2015-01-10,4.4,8.9,1.5,47.8,225.0,1.3,0.0,,12.0,,127.9255976,34.81611204
668812F002,2015-01-11,3.8,9.4,-1.5,51.4,225.0,1.2,0.0,,10.8,,127.9255976,34.81611204
668812F002,2015-01-12,0.2,5.6,-4.5,49.8,225.0,0.7,0.0,,12.0,,127.9255976,34.81611204
668812F002,2015-01-13,2.4,7.9,-3.4,54.2,247.5,0.5,0.0,,10.0,,127.9255976,34.81611204
668812F002,2015-01-14,3.6,5.2,1.1,77.0,247.5,0.4,2.5,,1.9,,127.9255976,34.81611204
668812F002,2015-01-15,6.0,11.6,1.7,62.1,225.0,0.5,0.0,,8.9,,127.9255976,34.81611204
668812F002,2015-01-16,3.4,8.0,-1.3,67.3,225.0,1.0,0.0,,7.2,,127.9255976,34.81611204
