rda_id,tm,ta,tx,tn,rh,wd,ws,rn,sh,si,sw,st_x,st_y
2109130,2022-02-09,-3.7,1.1,-6.9,48.7,157.5,0.9,0.0,,14.5,0.05,128.7374833,37.61906564
2328150,2022-02-09,-4.8,5.2,-13.9,55.4,135.0,1.2,0.5,,13.3,9.75,128.4491865,37.53729551
2329410,2022-02-09,-5.9,4.6,-16.3,62.1,225.0,0.6,0.0,,8.8,1.79,128.5943015,37.67005569
2352700,2022-02-09,-4.5,4.0,-10.7,60.0,180.0,0.3,0.5,,13.6,7.27,129.0052809,37.33551752
2508450,2022-02-09,-7.7,3.3,-17.9,62.1,247.5,0.5,0.0,,13.7,-0.97,128.3802354,37.71752177
5348330,2022-02-09,0.2,7.2,-6.2,79.4,0.0,0.7,0.0,4.833333333,10.3,17.58,126.4560881,34.96849647
5798240,2022-02-09,0.3,6.8,-4.7,74.3,292.5,1.7,0.0,8.833333333,14.3,27.28,126.6695858,35.77281371
5908340,2022-02-09,-1.8,6.2,-10.3,61.5,270.0,0.7,0.0,7.716666667,14.2,23.36,127.5284342,35.4385123
7418620,2022-02-09,-2.2,7.8,-11.9,48.4,270.0,0.5,0.0,7.716666667,13.3,,127.9444678,36.43992226
7668510,2022-02-09,0.5,8.0,-7.7,60.9,112.5,1.2,0.0,8.433333333,13.8,,129.3959598,36.56831662
486831E011,2022-02-09,-4.1,5.9,-12.5,58.4,135.0,0.4,0.0,8.15,13.0,16.65,127.1033466,38.17157908
026002D003,2022-02-09,-3.8,1.8,-8.7,46.8,225.0,0.9,0.0,9.433333333,14.3,4.07,128.9651492,37.22308462
026136A003,2022-02-09,-3.9,7.3,-12.7,49.3,0.0,0.7,0.0,7.866666667,12.7,,128.5847706,37.25987997
032528A001,2022-02-09,-0.9,8.5,-9.2,59.6,90.0,0.5,0.0,8.666666667,13.1,12.53,127.0992425,36.49340529
036052B006,2022-02-09,-2.4,7.4,-12.4,57.0,157.5,0.3,0.0,8.366666667,13.4,2.39,128.5403919,36.80886753
036229B007,2022-02-09,-2.0,6.5,-10.7,55.1,225.0,0.3,0.0,8.733333333,12.5,50.0,128.8085187,36.89858315
036531B008,2022-02-09,-3.1,7.2,-12.7,62.4,225.0,0.5,0.0,8.883333333,13.0,7.06,129.1486441,36.65442309
036614B005,2022-02-09,-3.6,7.4,-14.0,54.7,180.0,0.5,0.0,8.566666667,13.9,50.0,128.7010081,36.66306073
037268B004,2022-02-09,-1.9,8.6,-11.3,56.6,112.5,0.3,0.0,9.066666667,13.6,15.0,128.0739054,36.28226644
037339B009,2022-02-09,-2.4,7.8,-11.6,56.7,247.5,0.6,0.0,7.966666667,12.5,50.0,128.7428048,36.34158871
038315B010,2022-02-09,0.3,11.8,-9.8,57.8,180.0,0.2,0.0,8.783333333,14.4,13.62,128.648506,35.64786877
039102B003,2022-02-09,-0.6,8.5,-8.9,58.9,90.0,0.3,0.0,8.283333333,12.1,50.0,128.276778,36.32622603
040054B002,2022-02-09,-0.3,8.6,-9.4,59.4,90.0,0.6,0.0,7.9,13.6,50.0,128.1781519,35.87969056
041404B001,2022-02-09,1.6,9.6,-6.4,49.5,202.5,0.6,0.0,7.533333333,12.6,,128.5619291,35.95484405
051394A001,2022-02-09,1.7,11.7,-8.1,61.7,180.0,0.6,0.0,8.3,13.5,16.22,128.7077984,35.34259404
053359B008,2022-02-09,6.1,9.6,1.1,83.8,,0.0,4.5,,4.9,5.0,126.832344,33.534836
063057B009,2022-02-09,3.1,7.4,-1.7,79.2,,0.0,5.0,,7.5,22.97,126.412302,33.447724
063531B006,2022-02-09,3.1,8.6,-3.2,86.4,,0.0,8.0,,10.1,35.05,126.779805,33.502903
063531B010,2022-02-09,5.1,12.3,-3.0,69.9,,0.0,5.5,,11.3,23.7,126.354976,33.261089
137180A001,2022-02-09,-2.0,9.0,-10.7,74.6,,0.0,0.0,,,2.61,127.0899665,37.46541095
200821A001,2022-02-09,-4.2,6.8,-13.1,56.1,202.5,0.2,0.0,,12.2,,127.7537716,37.93400004
209802A001,2022-02-09,-5.2,5.8,-13.5,59.6,270.0,0.5,0.0,8.05,10.6,8.27,127.6944895,38.11013014
215821A001,2022-02-09,0.6,7.7,-5.7,52.7,202.5,1.4,0.0,9.466666667,12.0,8.43,128.6336087,38.07490831
217060A001,2022-02-09,0.8,7.1,-5.0,60.3,135.0,0.6,0.0,9.066666667,16.4,12.94,128.5997099,38.16919465
220844A001,2022-02-09,-3.0,7.1,-11.8,52.7,157.5,0.8,0.0,8.9,13.7,14.15,127.9150318,37.29576924
225874A001,2022-02-09,-3.3,8.3,-12.3,57.7,202.5,0.4,0.0,5.816666667,10.5,9.55,127.9606639,37.5275073
230802A001,2022-02-09,-2.4,8.2,-11.1,57.0,67.5,0.3,0.0,7.616666667,12.1,12.34,128.4771645,37.1676363
232803A001,2022-02-09,-3.6,7.3,-12.9,50.9,202.5,0.6,0.0,8.716666667,12.7,11.44,128.3940232,37.37715701
233852A001,2022-02-09,-4.2,7.0,-14.0,57.0,90.0,0.7,0.0,8.316666667,12.2,-0.87,128.6539509,37.42332516
233852A002,2022-02-09,-5.9,5.1,-16.5,63.7,270.0,0.7,0.0,9.016666667,13.2,,128.8763287,37.50471847
235802A001,2022-02-09,-5.5,4.0,-14.5,65.5,45.0,0.7,0.0,8.383333333,13.1,2.6,128.9748558,37.15619045
240813A001,2022-02-09,2.7,9.1,-3.8,56.0,157.5,1.5,0.0,9.333333333,13.5,22.74,129.1188242,37.48520158
245825A002,2022-02-09,-0.5,8.3,-9.0,62.4,45.0,1.1,0.0,7.483333333,12.8,15.29,129.1062462,37.41026834
245832A001,2022-02-09,1.9,8.4,-4.2,57.7,135.0,0.7,0.0,9.183333333,13.8,22.87,129.2311242,37.3841663
250802A001,2022-02-09,-4.6,6.7,-14.2,55.5,22.5,0.4,0.0,8.583333333,12.1,,127.8594367,37.70566205
252805A001,2022-02-09,-4.0,7.6,-12.0,55.1,157.5,0.2,0.0,,11.2,4.46,128.1670187,38.05974521
255840A001,2022-02-09,-4.7,3.3,-13.1,55.7,112.5,1.1,0.0,,,3.7,128.08108,38.15287
255840A002,2022-02-09,-6.2,4.4,-15.5,60.0,202.5,0.4,0.0,8.183333333,11.2,,128.08334,38.17512
269804A001,2022-02-09,-2.5,8.6,-12.0,63.0,,0.0,0.0,8.516666667,,1.21,127.761758,36.91366672
269811A001,2022-02-09,-4.3,5.4,-12.6,48.2,315.0,0.2,0.0,,8.1,6.31,127.25026,38.20324
312831A001,2022-02-09,-1.7,8.2,-11.3,56.6,292.5,0.5,0.0,8.75,39.5,22.07,127.4940871,36.12584951
320862A001,2022-02-09,-0.8,8.1,-8.9,64.7,112.5,0.1,0.0,9.233333333,12.9,,127.0856029,36.22795329
321916A001,2022-02-09,-0.7,8.5,-9.0,64.0,202.5,0.1,0.0,8.083333333,11.9,21.43,127.2772604,36.26169176
323814A001,2022-02-09,0.2,8.4,-7.5,64.6,135.0,0.3,0.0,8.666666667,12.7,28.42,126.84263,36.25915193
323891D002,2022-02-09,-0.3,8.1,-8.4,64.5,270.0,0.7,0.0,8.4,13.5,50.0,127.0455908,35.82881171
330846A001,2022-02-09,-0.4,7.2,-8.4,57.6,,0.0,0.0,,2.9,4.54,127.2072183,36.77527045
336812A001,2022-02-09,-0.8,7.6,-8.5,64.9,225.0,0.3,0.0,6.866666667,12.3,,126.9679648,36.8257332
339814A001,2022-02-09,-1.9,7.5,-11.6,67.1,,0.0,0.0,,16.1,-6.56,127.2814149,36.57488279
340861A001,2022-02-09,-0.4,8.9,-8.2,70.0,45.0,0.6,0.0,8.883333333,13.6,26.8,126.8144527,36.74209553
343808A001,2022-02-09,-1.3,6.1,-7.9,72.7,270.0,0.5,0.0,6.7,0.0,,126.649689,36.91377233
345802A001,2022-02-09,-1.3,7.5,-9.7,65.8,112.5,0.7,0.0,8.466666667,13.6,18.05,126.7957,36.42545691
350808A001,2022-02-09,-1.5,6.3,-8.9,74.2,292.5,0.8,0.0,8.583333333,,27.2,126.5792136,36.60263287
355831A001,2022-02-09,-0.4,6.5,-7.2,65.0,0.0,0.8,0.0,8.75,27.7,23.04,126.5660111,36.39115745
357903A001,2022-02-09,0.3,6.6,-5.5,64.3,202.5,0.5,0.0,8.833333333,0.8,8.9,126.3047795,36.73285422
363844A001,2022-02-09,-0.9,8.4,-9.8,52.3,157.5,0.2,0.0,8.666666667,12.8,6.82,127.5064587,36.58794453
363883B001,2022-02-09,-1.5,8.0,-10.6,62.0,67.5,0.6,0.0,8.433333333,0.0,26.21,127.4650762,36.72304781
365803A001,2022-02-09,-2.0,7.4,-11.4,60.7,45.0,0.2,0.0,8.433333333,13.4,14.62,127.429773,36.85385909
370853A001,2022-02-09,-1.0,10.4,-11.2,56.8,90.0,0.2,0.0,,14.4,7.28,127.7163816,36.20687858
373805A001,2022-02-09,-1.1,8.3,-10.1,54.4,,0.0,0.0,8.416666667,13.1,21.49,127.5965388,36.29997005
380959A001,2022-02-09,-1.5,7.7,-9.7,55.8,202.5,0.2,0.0,8.65,13.0,13.92,127.8972865,36.95015045
390874A001,2022-02-09,-2.2,6.8,-10.4,45.9,225.0,0.7,0.0,9.583333333,15.4,16.65,128.176683,37.161568
409871A001,2022-02-09,-2.1,4.3,-8.5,74.7,157.5,0.3,0.0,7.533333333,12.5,,126.4603449,37.2528839
409911A001,2022-02-09,-0.9,4.4,-6.1,76.9,112.5,0.8,0.0,8.6,12.4,6.8,124.71063,37.95742
411801A001,2022-02-09,-2.3,7.1,-10.3,78.8,247.5,0.5,0.0,8.533333333,10.5,9.28,126.7007005,37.67453786
412040A002,2022-02-09,-0.9,6.3,-8.4,56.4,157.5,0.4,0.0,9.1,11.3,16.29,126.8703672,37.64918645
413813A001,2022-02-09,-4.2,5.3,-12.9,66.7,0.0,0.3,0.0,,,,126.7961808,37.76469896
415743A001,2022-02-09,-1.6,5.5,-8.6,64.7,0.0,0.4,0.0,7.616666667,1.7,23.15,126.55615,37.69489264
426170A001,2022-02-09,3.6,7.4,0.4,54.4,247.5,0.7,0.0,5.883333333,6.9,,126.8445416,37.3003566
429843A001,2022-02-09,-0.9,6.9,-8.3,72.3,112.5,0.3,0.0,7.833333333,10.8,,126.807902,37.40104444
441707D001,2022-02-09,0.1,7.5,-6.9,61.0,270.0,0.6,0.0,8.95,12.8,11.53,126.9929954,37.27360979
445891A001,2022-02-09,-1.1,6.8,-8.8,63.2,225.0,0.4,0.0,8.833333333,8.9,1.9,126.9500418,37.22030942
449872A001,2022-02-09,-0.8,6.8,-8.3,55.2,22.5,0.2,0.0,8.083333333,13.9,8.94,127.2989065,37.17386765
451873A001,2022-02-09,-1.3,7.3,-9.2,68.3,247.5,0.9,0.0,9.566666667,12.5,1.02,126.980651,37.01257792
456871A001,2022-02-09,-0.6,7.9,-8.9,57.3,112.5,0.1,0.0,9.283333333,12.8,,127.2877656,37.02392661
464030A001,2022-02-09,-1.8,6.6,-9.4,58.8,112.5,0.1,0.0,7.666666667,11.9,3.37,127.2339451,37.43231543
467800A001,2022-02-09,-1.1,6.7,-8.9,49.2,90.0,0.2,0.0,8.35,11.2,,127.433055,37.27261294
469803A001,2022-02-09,-2.7,6.7,-11.3,43.7,180.0,0.1,0.0,9.466666667,36.8,,127.637965,37.25226437
472830A001,2022-02-09,-2.0,6.9,-9.8,56.9,,0.0,0.0,6.633333333,16.0,5.0,127.1932723,37.64977509
476801A001,2022-02-09,-0.4,7.0,-7.6,37.2,157.5,0.3,0.0,,12.2,29.48,127.512955,37.50897636
477802A001,2022-02-09,-3.4,6.8,-12.2,54.3,90.0,0.4,0.0,,9.7,21.23,127.5006372,37.84621729
482841A001,2022-02-09,-3.2,7.8,-12.5,63.4,202.5,0.2,0.0,8.816666667,12.2,3.26,126.972699,37.82046587
486803A001,2022-02-09,-3.4,6.5,-11.7,58.3,315.0,0.1,0.0,9.166666667,11.9,-19.19,127.0784323,38.08436329
487915A001,2022-02-09,-2.2,6.8,-10.6,56.9,225.0,0.3,0.0,7.1,,,127.2257303,37.92364997
513842A001,2022-02-09,-0.2,7.8,-6.8,75.1,67.5,0.6,0.0,6.583333333,11.5,31.91,126.4679634,35.28227349
