rda_id,tm,ta,tx,tn,rh,wd,ws,rn,sh,si,sw,st_x,st_y
2109130,2022-07-29,22.2,27.9,19.5,93.3,135.0,1.2,0.0,,25.2,21.85,128.7374833,37.61906564
2328150,2022-07-29,25.3,32.7,19.3,83.5,135.0,0.3,0.0,,28.0,31.13,128.4491865,37.53729551
2329410,2022-07-29,25.2,32.8,20.0,84.0,90.0,1.1,0.0,,27.8,18.16,128.5943015,37.67005569
2352700,2022-07-29,22.4,28.5,18.4,93.9,135.0,0.1,0.0,,17.8,19.27,129.0052809,37.33551752
2508450,2022-07-29,24.5,31.0,18.8,83.2,180.0,0.7,0.0,,24.6,6.19,128.3802354,37.71752177
5348330,2022-07-29,29.8,34.8,25.8,86.7,112.5,1.0,0.0,11.58333333,26.4,14.67,126.4560881,34.96849647
5798240,2022-07-29,30.1,36.0,25.0,75.7,,0.0,0.0,11.51666667,27.6,29.52,126.6695858,35.77281371
5908340,2022-07-29,26.5,31.4,21.6,77.3,67.5,2.3,0.0,10.85,24.6,22.94,127.5284342,35.4385123
7418620,2022-07-29,27.6,33.2,23.9,77.6,67.5,0.9,0.0,7.216666667,21.8,,127.9444678,36.43992226
7668510,2022-07-29,26.4,29.3,24.2,89.4,67.5,1.2,0.0,9.516666667,24.0,,129.3959598,36.56831662
486831E011,2022-07-29,29.1,35.1,24.8,76.3,225.0,1.1,0.0,0.0,21.6,28.66,127.1033466,38.17157908
026002D003,2022-07-29,21.5,26.7,18.4,87.3,135.0,1.0,0.0,,21.4,27.0,128.9651492,37.22308462
026136A003,2022-07-29,27.2,35.3,21.6,74.3,67.5,0.7,0.0,9.1,23.4,,128.5847706,37.25987997
032528A001,2022-07-29,29.0,35.0,23.6,79.3,0.0,0.7,0.5,9.183333333,26.1,33.85,127.0992425,36.49340529
036052B006,2022-07-29,27.2,34.0,23.5,82.5,202.5,0.2,4.0,8.883333333,21.5,18.76,128.5403919,36.80886753
036229B007,2022-07-29,27.4,33.5,22.4,81.2,135.0,0.6,0.0,8.833333333,21.6,50.0,128.8085187,36.89858315
036531B008,2022-07-29,26.9,32.8,22.4,85.2,112.5,0.5,0.0,12.26666667,28.3,19.13,129.1486441,36.65442309
036614B005,2022-07-29,27.5,34.2,22.4,80.9,112.5,0.7,0.0,9.816666667,23.3,50.0,128.7010081,36.66306073
037268B004,2022-07-29,28.0,33.7,24.3,79.2,112.5,0.2,0.0,5.983333333,20.4,18.82,128.0739054,36.28226644
037339B009,2022-07-29,26.8,34.3,20.8,79.4,180.0,0.5,0.0,9.25,22.8,50.0,128.7428048,36.34158871
038315B010,2022-07-29,27.6,34.5,22.8,82.1,90.0,0.3,0.0,9.383333333,23.1,16.76,128.648506,35.64786877
039102B003,2022-07-29,28.9,34.5,24.4,73.6,135.0,0.5,0.0,7.583333333,23.2,50.0,128.276778,36.32622603
040054B002,2022-07-29,28.1,34.9,24.0,84.0,112.5,0.6,0.5,5.083333333,19.9,50.0,128.1781519,35.87969056
041404B001,2022-07-29,28.5,34.5,22.9,73.1,157.5,0.7,0.0,10.9,26.0,,128.5619291,35.95484405
051394A001,2022-07-29,28.3,34.0,23.1,83.2,90.0,1.5,0.0,9.433333333,21.0,26.94,128.7077984,35.34259404
053359B008,2022-07-29,28.2,30.4,26.6,99.9,,0.0,0.0,,18.6,5.0,126.832344,33.534836
063057B009,2022-07-29,27.7,32.0,24.2,82.4,,0.0,0.0,,26.9,22.01,126.412302,33.447724
063531B006,2022-07-29,26.0,29.3,24.6,96.7,,0.0,0.0,,14.4,35.45,126.779805,33.502903
063531B010,2022-07-29,29.7,35.1,24.8,75.1,,0.0,0.0,,26.1,21.27,126.354976,33.261089
063550B007,2022-07-29,29.1,34.2,25.1,81.4,,0.0,0.0,,21.1,30.44,126.2484,33.35363
137180A001,2022-07-29,30.5,40.1,24.9,85.9,,0.0,0.0,,,16.03,127.0899665,37.46541095
200821A001,2022-07-29,29.1,35.8,23.5,76.9,225.0,0.7,0.0,,26.0,,127.7537716,37.93400004
209802A001,2022-07-29,27.8,34.5,23.2,79.5,225.0,0.5,0.0,12.03333333,27.3,27.53,127.6944895,38.11013014
215821A001,2022-07-29,25.8,29.2,23.2,85.4,90.0,0.8,0.0,6.1,18.5,12.42,128.6336087,38.07490831
217060A001,2022-07-29,25.3,28.2,23.1,91.9,112.5,0.1,0.0,5.45,12.9,19.55,128.5997099,38.16919465
220844A001,2022-07-29,27.9,35.0,22.3,79.0,225.0,0.8,0.0,9.75,24.5,16.6,127.9150318,37.29576924
225874A001,2022-07-29,28.4,35.4,22.7,78.1,67.5,0.5,0.0,10.91666667,22.9,23.32,127.9606639,37.5275073
230802A001,2022-07-29,28.5,35.8,22.8,76.8,202.5,0.5,0.0,10.23333333,22.3,23.58,128.4771645,37.1676363
232803A001,2022-07-29,27.6,35.0,21.7,68.5,225.0,1.0,0.0,10.53333333,26.9,18.41,128.3940232,37.37715701
233852A001,2022-07-29,27.3,36.0,22.6,78.4,90.0,0.6,2.0,8.866666667,23.0,10.0,128.6539509,37.42332516
233852A002,2022-07-29,23.5,30.4,19.9,89.4,135.0,0.9,0.0,6.9,8.2,,128.8763287,37.50471847
235802A001,2022-07-29,23.3,30.0,19.1,92.0,45.0,1.0,0.0,6.083333333,21.0,13.89,128.9748558,37.15619045
240813A001,2022-07-29,26.3,29.9,23.5,94.4,67.5,0.8,0.0,3.966666667,18.1,22.98,129.1188242,37.48520158
245825A002,2022-07-29,25.9,30.4,22.6,91.9,22.5,0.9,0.0,5.033333333,19.1,20.46,129.1062462,37.41026834
245832A001,2022-07-29,25.5,28.6,23.3,95.0,112.5,1.2,0.0,2.883333333,13.5,20.39,129.2311242,37.3841663
250802A001,2022-07-29,27.7,35.1,22.0,79.7,0.0,0.8,0.5,11.45,24.4,,127.8594367,37.70566205
252805A001,2022-07-29,27.3,36.7,22.1,80.4,135.0,0.4,1.5,,22.4,17.65,128.1670187,38.05974521
255840A001,2022-07-29,24.5,31.4,20.4,92.4,90.0,0.9,0.0,,,23.79,128.08108,38.15287
255840A002,2022-07-29,24.8,32.0,20.8,91.0,67.5,0.3,0.0,8.666666667,19.8,,128.08334,38.17512
269804A001,2022-07-29,28.6,34.6,22.7,79.8,112.5,0.8,0.0,9.466666667,,6.09,127.761758,36.91366672
269811A001,2022-07-29,27.2,33.0,22.5,75.5,270.0,0.5,0.0,,17.7,28.53,127.25026,38.20324
312831A001,2022-07-29,28.2,34.1,22.4,68.9,90.0,0.8,0.0,8.783333333,16.6,-1.59,127.4940871,36.12584951
320862A001,2022-07-29,29.5,34.8,23.8,77.7,270.0,0.9,0.0,11.3,22.3,,127.0856029,36.22795329
321916A001,2022-07-29,28.8,35.4,23.3,92.1,247.5,0.3,0.0,9.416666667,21.3,19.95,127.2772604,36.26169176
323814A001,2022-07-29,30.1,36.2,24.6,77.3,67.5,0.5,0.0,10.16666667,23.2,0.14,126.84263,36.25915193
323891D002,2022-07-29,30.7,36.1,25.9,64.7,135.0,1.3,0.0,10.91666667,25.6,5.0,127.0455908,35.82881171
330846A001,2022-07-29,28.8,34.9,23.9,71.7,90.0,0.2,0.0,,7.2,12.1,127.2072183,36.77527045
336812A001,2022-07-29,30.2,36.9,26.4,77.9,90.0,0.4,0.0,7.716666667,17.7,,126.9679648,36.8257332
339814A001,2022-07-29,28.8,33.9,23.2,86.3,67.5,0.1,0.0,,,-15.67,127.2814149,36.57488279
340861A001,2022-07-29,29.0,34.8,24.2,81.6,45.0,0.1,0.5,10.4,25.5,23.84,126.8144527,36.74209553
343808A001,2022-07-29,28.3,33.9,24.8,87.3,292.5,0.4,0.0,5.5,0.0,,126.649689,36.91377233
345802A001,2022-07-29,28.4,34.5,23.0,77.9,112.5,0.9,0.0,10.38333333,25.1,20.62,126.7957,36.42545691
350808A001,2022-07-29,28.0,34.1,23.3,83.8,0.0,0.9,0.0,9.533333333,,17.44,126.5792136,36.60263287
