rda_id,tm,ta,tx,tn,rh,wd,ws,rn,sh,si,sw,st_x,st_y
2109130,2018-10-20,9.0,15.3,4.6,60.2,247.5,0.7,0.0,,17.7,,128.7374833,37.61906564
2328150,2018-10-20,7.3,19.1,-0.5,77.4,225.0,1.2,0.0,,16.3,25.69,128.4491865,37.53729551
2329410,2018-10-20,6.1,18.3,-0.7,83.0,202.5,0.4,0.0,,11.6,25.26,128.5943015,37.67005569
2352700,2018-10-20,7.2,15.6,0.3,72.6,202.5,0.4,0.0,,14.8,,129.0052809,37.33551752
2508450,2018-10-20,5.5,17.2,-3.2,76.9,247.5,0.6,0.0,,16.3,,128.3802354,37.71752177
5348330,2018-10-20,11.2,20.0,4.6,81.4,0.0,0.7,0.0,9.733333333,16.7,,126.4560881,34.96849647
5798240,2018-10-20,11.6,19.7,4.1,76.5,270.0,1.8,0.0,9.9,17.4,,126.6695858,35.77281371
5908340,2018-10-20,8.9,18.6,0.7,72.6,45.0,0.9,0.0,9.7,18.2,,127.5284342,35.4385123
7418620,2018-10-20,8.5,20.4,0.5,73.2,247.5,0.4,0.0,8.783333333,14.5,,127.9444678,36.43992226
7668510,2018-10-20,10.5,18.9,4.0,77.2,157.5,1.2,0.0,9.866666667,16.0,28.42,129.3959598,36.56831662
486831E011,2018-10-20,8.6,21.8,-0.6,74.6,,0.0,0.0,9.1,16.9,,127.1033466,38.17157908
026002D003,2018-10-20,8.6,13.3,4.5,45.7,247.5,1.6,0.0,10.48333333,18.2,,128.9651492,37.22308462
026136A003,2018-10-20,8.2,20.3,1.9,78.2,90.0,0.6,0.0,6.583333333,13.7,,128.5847706,37.25987997
032528A001,2018-10-20,10.3,21.0,2.4,78.4,90.0,0.3,0.0,9.866666667,31.8,,127.0992425,36.49340529
036052B006,2018-10-20,8.4,19.1,0.9,79.5,180.0,0.6,0.0,8.85,16.5,,128.5403919,36.80886753
036229B007,2018-10-20,8.7,19.2,2.0,79.5,225.0,0.4,0.0,9.566666667,16.3,,128.8085187,36.89858315
036531B008,2018-10-20,8.4,19.5,2.5,82.8,135.0,0.5,0.0,7.7,16.0,,129.1486441,36.65442309
036614B005,2018-10-20,7.6,19.5,1.7,79.8,180.0,0.5,0.0,6.6,14.9,,128.7010081,36.66306073
037268B004,2018-10-20,8.6,20.8,1.3,75.7,135.0,0.2,0.0,8.933333333,16.9,,128.0739054,36.28226644
037339B009,2018-10-20,7.9,18.9,0.9,85.6,270.0,0.5,0.0,7.95,16.1,,128.7428048,36.34158871
038315B010,2018-10-20,9.9,21.6,3.8,72.7,135.0,0.2,0.0,7.616666667,16.1,,128.648506,35.64786877
039102B003,2018-10-20,9.6,21.1,4.7,79.8,202.5,0.3,0.0,6.5,15.4,,128.276778,36.32622603
040054B002,2018-10-20,10.2,21.2,2.6,73.5,90.0,0.5,0.0,9.8,18.5,,128.1781519,35.87969056
041404B001,2018-10-20,11.4,21.0,4.9,74.9,202.5,0.6,0.0,9.15,16.6,,128.5619291,35.95484405
051394A001,2018-10-20,12.1,23.1,4.5,78.5,225.0,0.6,0.0,8.05,17.0,,128.7077984,35.34259404
053359B008,2018-10-20,14.7,20.5,8.9,71.1,,0.0,0.0,,17.0,,126.832344,33.534836
063057B009,2018-10-20,13.6,19.2,9.3,65.8,,0.0,0.0,,17.1,,126.412302,33.447724
063531B006,2018-10-20,13.7,20.1,5.8,73.1,,0.0,0.0,,16.7,,126.779805,33.502903
063531B010,2018-10-20,12.4,21.0,4.7,67.5,,0.0,0.0,,16.4,,126.354976,33.261089
063550B007,2018-10-20,13.1,21.1,7.3,60.3,,0.0,0.0,,15.7,,126.2484,33.35363
137180A001,2018-10-20,10.2,23.2,2.0,85.5,,0.0,0.0,,,,127.0899665,37.46541095
200821A001,2018-10-20,8.3,20.9,1.1,80.4,180.0,0.2,0.0,,14.5,,127.7537716,37.93400004
209802A001,2018-10-20,7.6,20.3,0.2,80.5,22.5,0.1,0.0,7.6,14.5,24.99,127.6944895,38.11013014
210852A001,2018-10-20,11.3,17.7,5.3,74.6,270.0,1.2,0.0,10.5,17.3,,128.844019,37.852421
215821A001,2018-10-20,11.1,19.2,5.3,76.7,292.5,0.9,0.0,10.15,14.4,,128.6336087,38.07490831
217060A001,2018-10-20,11.6,18.7,5.3,75.6,90.0,0.1,0.0,10.13333333,32.8,20.75,128.5997099,38.16919465
220844A001,2018-10-20,8.8,19.8,1.3,81.9,225.0,0.7,0.0,9.333333333,17.0,12.56,127.9150318,37.29576924
225874A001,2018-10-20,8.7,21.0,1.3,79.1,180.0,0.5,0.0,7.45,13.6,25.4,127.9606639,37.5275073
230802A001,2018-10-20,9.9,21.7,4.9,77.7,202.5,0.5,0.0,6.933333333,14.6,27.56,128.4771645,37.1676363
232803A001,2018-10-20,8.2,19.7,0.8,72.2,157.5,0.8,0.0,9.483333333,15.1,22.94,128.3940232,37.37715701
233852A001,2018-10-20,8.7,19.8,3.3,78.6,135.0,0.7,0.0,6.333333333,14.7,,128.6539509,37.42332516
233852A002,2018-10-20,6.8,18.4,0.8,85.5,112.5,0.1,0.0,7.316666667,14.4,,128.8763287,37.50471847
235802A001,2018-10-20,7.1,18.4,-0.7,80.5,,,0.0,7.45,16.6,,128.9748558,37.15619045
240813A001,2018-10-20,12.8,19.8,7.4,77.2,202.5,1.4,0.0,9.266666667,16.8,28.1,129.1188242,37.48520158
245825A002,2018-10-20,10.3,20.6,2.6,81.3,67.5,0.8,0.0,8.3,15.5,,129.1062462,37.41026834
245832A001,2018-10-20,12.2,19.1,6.1,83.6,67.5,0.3,0.0,10.41666667,16.5,27.4,129.2311242,37.3841663
250802A001,2018-10-20,8.6,21.0,2.7,78.6,22.5,0.9,0.0,6.883333333,14.2,,127.8594367,37.70566205
252805A001,2018-10-20,8.9,21.1,3.5,79.5,135.0,0.5,0.0,,13.9,19.27,128.1670187,38.05974521
255840A001,2018-10-20,6.9,17.0,-0.6,77.0,225.0,1.0,0.0,,13.5,30.15,128.08108,38.15287
255840A002,2018-10-20,6.4,18.6,-0.1,82.0,180.0,0.4,0.0,7.733333333,14.2,,128.08334,38.17512
269804A001,2018-10-20,9.4,21.4,3.5,85.6,0.0,0.1,0.5,6.266666667,11.4,,127.761758,36.91366672
269811A001,2018-10-20,8.4,18.6,0.4,72.9,247.5,0.9,0.0,,15.4,,127.25026,38.20324
312831A001,2018-10-20,9.6,21.4,2.7,83.0,,0.0,0.0,6.816666667,9.1,,127.4940871,36.12584951
320862A001,2018-10-20,10.5,21.6,2.2,60.8,22.5,0.4,0.0,10.15,11.5,,127.0856029,36.22795329
321916A001,2018-10-20,9.9,21.5,2.3,77.3,225.0,0.2,0.0,9.15,18.0,17.87,127.2772604,36.26169176
323814A001,2018-10-20,11.1,22.0,3.1,74.5,90.0,0.3,0.0,9.35,16.0,24.08,126.84263,36.25915193
323891D002,2018-10-20,11.6,21.1,3.8,75.1,292.5,0.8,0.0,9.916666667,17.1,,127.0455908,35.82881171
330846A001,2018-10-20,10.6,20.3,3.4,73.8,90.0,0.2,0.0,,13.2,,127.2072183,36.77527045
336812A001,2018-10-20,10.9,20.5,3.5,75.9,225.0,0.3,0.0,8.183333333,16.3,,126.9679648,36.8257332
339814A001,2018-10-20,9.0,20.7,1.8,83.5,,0.0,0.0,,10.8,,127.2814149,36.57488279
340861A001,2018-10-20,11.2,19.6,3.8,68.3,45.0,0.2,0.0,9.683333333,16.7,22.29,126.8144527,36.74209553
343808A001,2018-10-20,11.1,20.1,4.3,74.2,247.5,0.4,0.0,10.06666667,,,126.649689,36.91377233
345802A001,2018-10-20,9.6,21.0,2.1,78.6,315.0,0.7,0.0,8.9,17.1,,126.7957,36.42545691
350808A001,2018-10-20,10.2,21.6,1.0,80.4,202.5,0.5,0.0,9.333333333,37.0,,126.5792136,36.60263287
355831A001,2018-10-20,11.2,20.3,4.4,74.3,292.5,0.6,0.0,9.766666667,27.7,,126.5660111,36.39115745
357903A001,2018-10-20,13.0,19.8,7.5,64.0,225.0,0.4,0.0,9.466666667,0.7,15.29,126.3047795,36.73285422
363844A001,2018-10-20,10.4,21.4,2.7,74.2,180.0,0.5,0.0,9.666666667,15.7,23.34,127.5064587,36.58794453
363883B001,2018-10-20,9.8,21.7,1.5,81.4,45.0,0.5,0.0,8.266666667,16.2,,127.4650762,36.72304781
365803A001,2018-10-20,10.5,21.2,3.4,75.4,22.5,0.6,0.0,8.3,16.1,,127.429773,36.85385909
370853A001,2018-10-20,8.4,21.7,1.9,79.4,157.5,0.4,0.0,,16.9,15.27,127.7163816,36.20687858
373805A001,2018-10-20,9.7,21.0,3.8,80.5,90.0,0.1,0.0,7.116666667,14.6,19.31,127.5965388,36.29997005
380959A001,2018-10-20,9.8,21.3,4.4,85.4,202.5,0.2,0.0,6.333333333,14.1,,127.8972865,36.95015045
390874A001,2018-10-20,8.8,19.8,2.5,78.7,247.5,0.5,0.0,7.466666667,14.4,18.21,128.176683,37.161568
409871A001,2018-10-20,10.0,19.0,2.5,82.8,135.0,0.1,0.0,7.383333333,14.5,33.86,126.4603449,37.2528839
409911A001,2018-10-20,11.6,19.6,4.6,86.5,292.5,1.7,0.0,9.95,15.4,,124.71063,37.95742
411801A001,2018-10-20,10.5,22.1,3.3,75.8,270.0,0.5,0.0,9.8,14.9,22.27,126.7007005,37.67453786
412040A002,2018-10-20,11.0,21.0,3.7,64.9,180.0,0.4,0.0,9.8,15.7,,126.8703672,37.64918645
413813A001,2018-10-20,8.8,20.1,0.5,48.3,180.0,0.4,0.0,,15.2,,126.7961808,37.76469896
415743A001,2018-10-20,11.6,19.8,4.6,72.1,247.5,0.1,0.0,8.866666667,5.6,20.52,126.55615,37.69489264
