rda_id,tm,ta,tx,tn,rh,wd,ws,rn,sh,si,sw,st_x,st_y
520821F001,2017-01-01,2.2,10.6,-2.9,86.7,0.0,0.5,0.0,,7.9,,126.7474755,35.02371396
520821F001,2017-01-02,5.9,13.8,-0.7,84.6,315.0,0.8,0.0,,8.0,,126.7474755,35.02371396
520821F001,2017-01-03,3.8,10.8,-1.8,79.7,292.5,0.7,0.0,,10.1,,126.7474755,35.02371396
520821F001,2017-01-04,2.4,11.5,-3.5,84.7,315.0,0.6,0.0,,8.4,,126.7474755,35.02371396
520821F001,2017-01-05,5.3,9.7,-0.3,77.3,315.0,1.0,0.0,,4.4,,126.7474755,35.02371396
520821F001,2017-01-06,7.1,13.7,-0.3,75.5,315.0,0.9,0.0,,10.5,,126.7474755,35.02371396
520821F001,2017-01-07,4.4,9.6,-1.1,81.5,315.0,1.1,0.5,,5.2,,126.7474755,35.02371396
520821F001,2017-01-08,8.4,14.0,5.4,74.2,292.5,1.2,2.0,,8.0,,126.7474755,35.02371396
520821F001,2017-01-09,5.1,8.3,-1.9,68.4,270.0,2.4,0.0,,8.4,,126.7474755,35.02371396
520821F001,2017-01-10,1.6,6.2,-3.5,72.0,270.0,1.7,0.0,,7.6,,126.7474755,35.02371396
520821F001,2017-01-11,0.3,4.3,-3.7,54.8,270.0,2.3,0.0,,11.2,,126.7474755,35.02371396
520821F001,2017-01-12,0.8,8.6,-5.3,81.2,247.5,1.2,0.0,,6.6,,126.7474755,35.02371396
520821F001,2017-01-13,-0.9,7.6,-6.6,79.8,247.5,1.6,0.0,,7.4,,126.7474755,35.02371396
520821F001,2017-01-14,-2.4,0.1,-4.1,72.2,270.0,3.1,0.0,,9.0,,126.7474755,35.02371396
520821F001,2017-01-15,-3.5,2.3,-8.4,60.4,292.5,1.6,0.0,,12.2,,126.7474755,35.02371396
520821F001,2017-01-16,-2.7,5.1,-8.5,64.1,270.0,1.2,0.0,,11.5,,126.7474755,35.02371396
520821F001,2017-01-17,-1.8,5.8,-8.0,63.4,315.0,0.9,0.0,,8.7,,126.7474755,35.02371396
520821F001,2017-01-18,0.2,8.1,-6.8,69.8,292.5,1.4,0.0,,8.8,,126.7474755,35.02371396
520821F001,2017-01-19,0.7,7.5,-5.1,72.2,315.0,1.0,0.0,,9.5,,126.7474755,35.02371396
520821F001,2017-01-20,-0.2,2.5,-2.2,80.4,247.5,3.1,1.5,,7.1,,126.7474755,35.02371396
